"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"70273026451","2020-05-10T09:00:00","FM-12","4",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,"35","56",,,"+0.00","8","46","30.10","74","29.93","9.94","46","360",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08070273 32866 63603 10133 20017 30135 40192 58001 91753 333 10156 20056 555 91018=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T09:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","33","62","0.00",,,,"34","30.09","SCT:04 70 BKN:07 90 BKN:07 140","29.95","10.00","48","VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12605/10/20 09:53:02 METAR PANC 101853Z 15007KT 10SM SCT070 BKN090 BKN140 17/01 A3009 RMK AO2 SLP190 SH DSNT NW T01670006 $ (NLW)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T10:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","36","57","0.00",,,,"45","30.10","SCT:04 70 BKN:07 100 BKN:07 140","29.96","10.00","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11005/10/20 10:53:02 METAR PANC 101953Z      KT SCT070 BKN100 BKN140 14/02 A3010 RMK AO2 SLP192 T01390022 $ (NLW)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T11:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","35","54","0.00",,"+0.00","6","49","30.09","SCT:04 70 BKN:07 100 BKN:07 140","29.95","10.00","45","290",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12105/10/20 11:53:02 METAR PANC 102053Z 29006KT 10SM SCT070 BKN100 BKN140 12/02 A3009 RMK AO2 SLP191 T01220017 56001 $ (NLW)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T12:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","33","56","0.00",,,,"42","30.09","SCT:04 80 BKN:07 95 BKN:07 160","29.94","10.00","46","280",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11505/10/20 12:53:02 METAR PANC 102153Z 28006KT 10SM SCT080 BKN095 BKN160 13/01 A3008 RMK AO2 SLP188 T01330006 $ (NLW)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T13:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","35","58","0.00",,,,"42","30.08","SCT:04 80 BKN:07 110 BKN:07 160","29.94","10.00","47","270",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12405/10/20 13:53:02 METAR PANC 102253Z 27007KT 10SM SCT080 BKN110 BKN160 14/02 A3008 RMK AO2 SLP185 VIRGA NW T01440017 $ (NLW)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T14:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","36","57","0.00",,"+0.02","6","45","30.07","FEW:02 95 BKN:07 150 OVC:08 250","29.93","10.00","47","280",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13205/10/20 14:53:02 METAR PANC 102353Z 28006KT 10SM FEW095 BKN150 OVC250 14/02 A3007 RMK AO2 SLP184 T01390022 10172 20117 56006 $ (EZ)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T15:00:00","FM-12","4",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,"36","57",,,"+0.02","6","45","30.07",,"29.90","9.94","47","280",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08070273 32966 82806 10139 20022 30125 40184 56006 92353 333 10172 20067 555 91100=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T15:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","39","54","0.00",,,,"57","30.06","FEW:02 95 BKN:07 150 OVC:08 250","29.92","10.00","47","330",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10905/10/20 15:53:01 METAR PANC 110053Z 33007KT 10SM FEW095 BKN150 OVC250 12/04 A3006 RMK AO2 SLP179 T01220039 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T16:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","38","50","0.00",,,,"63","30.05","FEW:02 95 BKN:07 120 OVC:08 250","29.91","10.00","44","320",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10905/10/20 16:53:01 METAR PANC 110153Z 32007KT 10SM FEW095 BKN120 OVC250 10/03 A3005 RMK AO2 SLP176 T01000033 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T17:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.04","38","47","0.00",,"+0.04","6","71","30.04","SCT:04 95 BKN:07 120 OVC:08 250","29.90","10.00","43","320",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11505/10/20 17:53:01 METAR PANC 110253Z 32007KT 10SM SCT095 BKN120 OVC250 08/03 A3004 RMK AO2 SLP172 T00830033 56012 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T18:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","36","51","0.00",,,,"56","30.03","SCT:04 95 BKN:07 120 OVC:08 250","29.89","10.00","44","240",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10905/10/20 18:53:02 METAR PANC 110353Z 24006KT 10SM SCT095 BKN120 OVC250 11/02 A3003 RMK AO2 SLP168 T01060022 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T19:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","36","50","0.00",,,,"59","30.01","SCT:04 95 BKN:07 110 OVC:08 250","29.87","10.00","44","270",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10905/10/20 19:53:02 METAR PANC 110453Z 27007KT 10SM SCT095 BKN110 OVC250 10/02 A3001 RMK AO2 SLP164 T01000022 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T20:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","36","49","0.00",,"+0.04","8","61","30.00","SCT:04 95 BKN:07 120 OVC:08 250","29.86","10.00","43","270",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12705/10/20 20:53:02 METAR PANC 110553Z 27003KT 10SM SCT095 BKN120 OVC250 09/02 A3000 RMK AO2 SLP159 T00940022 10144 20083 58013 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T21:00:00","FM-12","4",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,"36","49",,,"+0.04","8","61","30.00",,"29.83","9.94","43","270",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08070273 32966 82703 10094 20022 30101 40159 58013 90553 333 10156 20067 555 91106=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T21:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","37","46","0.00",,,,"71","29.99","FEW:02 95 BKN:07 120 OVC:08 170","29.85","10.00","42","240",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10905/10/20 21:53:02 METAR PANC 110653Z 24004KT 10SM FEW095 BKN120 OVC170 08/03 A2999 RMK AO2 SLP155 T00780028 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T22:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","37","46","0.00",,,,"71","29.98","FEW:02 95 BKN:07 120 OVC:08 200","29.84","10.00","42","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10905/10/20 22:53:02 METAR PANC 110753Z 00000KT 10SM FEW095 BKN120 OVC200 08/03 A2998 RMK AO2 SLP152 T00780028 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
"70273026451","2020-05-10T23:53:00","FM-15","7",,"SE","1.7","mi","TEMP, PRECIP, SNOW","131",,"MMTS, SRG, SNOWBOARD, SNOWSTAKE","61.1561","-149.9847","ANCHORAGE FORECAST OFFICE, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,"29.96","36","45","0.00",,"+0.03","8","71","29.97","SCT:04 120 BKN:07 170","29.82","10.00","41","170",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11805/10/20 23:53:02 METAR PANC 110853Z 17004KT 10SM SCT120 BKN170 07/02 A2996 RMK AO2 SLP148 T00720022 401720056 58011 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-06-01"
